Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
   1     1.00   278.00    10.00     0.10     2.010000     2.110000    2.210000        0
   1     1.00   278.00    10.00     0.20     2.110000     2.220000    2.330000        0
   1     1.00   278.00    10.00     0.50     2.250000     2.380000    2.500000        0
   1     1.00   278.00    10.00     1.00     2.400000     2.550000    2.690000        0
   1     1.00   278.00    10.00     2.00     2.630000     2.810000    2.980000        0
   1     1.00   278.00    10.00     5.00     3.120000     3.370000    3.620000        0
   1     1.00   278.00    10.00    10.00     3.740000     4.090000    4.440000        0
   1     1.00   278.00    10.00    20.00     4.750000     5.280000    5.800000        0
   1     1.00   278.00    13.00     0.10     2.170000     2.250000    2.330000        0
   1     1.00   278.00    13.00     0.20     2.250000     2.340000    2.430000        0
   1     1.00   278.00    13.00     0.50     2.380000     2.490000    2.590000        0
   1     1.00   278.00    13.00     1.00     2.530000     2.650000    2.770000        0
   1     1.00   278.00    13.00     2.00     2.760000     2.900000    3.040000        0
   1     1.00   278.00    13.00     5.00     3.240000     3.430000    3.630000        0
   1     1.00   278.00    13.00    10.00     3.840000     4.110000    4.380000        0
   1     1.00   278.00    13.00    20.00     4.830000     5.220000    5.600000        0
   1     1.00   278.00    16.00     0.10     2.290000     2.360000    2.440000        0
   1     1.00   278.00    16.00     0.20     2.360000     2.440000    2.520000        0
   1     1.00   278.00    16.00     0.50     2.490000     2.580000    2.670000        0
   1     1.00   278.00    16.00     1.00     2.640000     2.740000    2.850000        0
   1     1.00   278.00    16.00     2.00     2.860000     2.980000    3.100000        0
   1     1.00   278.00    16.00     5.00     3.340000     3.500000    3.660000        0
   1     1.00   278.00    16.00    10.00     3.930000     4.150000    4.370000        0
   1     1.00   278.00    16.00    20.00     4.910000     5.210000    5.520000        0
   1     1.00   278.00    20.00     0.10     2.420000     2.480000    2.550000        0
   1     1.00   278.00    20.00     0.20     2.490000     2.550000    2.630000        0
   1     1.00   278.00    20.00     0.50     2.620000     2.690000    2.770000        0
   1     1.00   278.00    20.00     1.00     2.770000     2.850000    2.940000        0
   1     1.00   278.00    20.00     2.00     2.990000     3.080000    3.190000        0
   1     1.00   278.00    20.00     5.00     3.450000     3.580000    3.720000        0
   1     1.00   278.00    20.00    10.00     4.050000     4.210000    4.390000        0
   1     1.00   278.00    20.00    20.00     5.010000     5.240000    5.490000        0
   1     1.00   494.36     1.00     0.10     1.050000     1.987278    8.145617        1
   1     1.00   494.36     1.00     0.20     1.100000     2.170580   12.158970        1
   1     1.00   494.36     1.00     0.50     1.250000     2.877202 1000.000000        1
   1     1.00   494.36     1.00     1.00     1.400000     3.840299 1000.000000        1
   1     1.00   494.36     1.00     2.00     1.590000     5.830294 1000.000000        1
   1     1.00   494.36     1.00     5.00     1.960000    15.804874 1000.000000        1
   1     1.00   494.36     1.00    10.00     2.360000   324.787986 1000.000000        1
   1     1.00   494.36     1.00    20.00     3.000000  1000.000000 1000.000000        1
   1     1.00   494.36     2.00     0.10     1.300000     1.850000    2.870000        0
   1     1.00   494.36     2.00     0.20     1.380000     2.020000    3.280000        0
   1     1.00   494.36     2.00     0.50     1.520000     2.350000    4.270000        0
   1     1.00   494.36     2.00     1.00     1.670000     2.668635    5.380180        1
   1     1.00   494.36     2.00     2.00     1.900000     3.328633    8.716888        1
   1     1.00   494.36     2.00     5.00     2.380000     5.014971   60.687836        1
   1     1.00   494.36     2.00    10.00     3.000000     7.988091 1000.000000        1
   1     1.00   494.36     2.00    20.00     3.990000    15.159378 1000.000000        1
   1     1.00   494.36     3.00     0.10     1.460000     1.870000    2.450000        0
   1     1.00   494.36     3.00     0.20     1.540000     1.990000    2.670000        0
   1     1.00   494.36     3.00     0.50     1.680000     2.240000    3.130000        0
   1     1.00   494.36     3.00     1.00     1.840000     2.540000    3.740000        0
   1     1.00   494.36     3.00     2.00     2.070000     3.020000    4.860000        0
   1     1.00   494.36     3.00     5.00     2.560000     4.077489    8.104374        1
   1     1.00   494.36     3.00    10.00     3.210000     5.740074   17.164934        1
   1     1.00   494.36     3.00    20.00     4.280000     8.945371  130.387302        1
   1     1.00   494.36     4.00     0.10     1.580000     1.910000    2.340000        0
   1     1.00   494.36     4.00     0.20     1.660000     2.020000    2.500000        0
   1     1.00   494.36     4.00     0.50     1.800000     2.240000    2.840000        0
   1     1.00   494.36     4.00     1.00     1.960000     2.500000    3.280000        0
   1     1.00   494.36     4.00     2.00     2.190000     2.890000    3.960000        0
   1     1.00   494.36     4.00     5.00     2.690000     3.820000    5.870000        0
   1     1.00   494.36     4.00    10.00     3.330000     5.040202    8.963967        1
   1     1.00   494.36     4.00    20.00     4.410000     7.336490   17.139251        1
   1     1.00   494.36     5.00     0.10     1.680000     1.960000    2.300000        0
   1     1.00   494.36     5.00     0.20     1.750000     2.060000    2.440000        0
   1     1.00   494.36     5.00     0.50     1.900000     2.270000    2.740000        0
   1     1.00   494.36     5.00     1.00     2.060000     2.500000    3.080000        0
   1     1.00   494.36     5.00     2.00     2.280000     2.850000    3.620000        0
   1     1.00   494.36     5.00     5.00     2.780000     3.650000    4.980000        0
   1     1.00   494.36     5.00    10.00     3.430000     4.780000    7.150000        0
   1     1.00   494.36     5.00    20.00     4.490000     6.617852   11.255739        1
   1     1.00   494.36     6.00     0.10     1.760000     2.000000    2.290000        0
   1     1.00   494.36     6.00     0.20     1.830000     2.100000    2.420000        0
   1     1.00   494.36     6.00     0.50     1.990000     2.310000    2.700000        0
   1     1.00   494.36     6.00     1.00     2.140000     2.520000    2.990000        0
   1     1.00   494.36     6.00     2.00     2.360000     2.840000    3.450000        0
   1     1.00   494.36     6.00     5.00     2.860000     3.570000    4.560000        0
   1     1.00   494.36     6.00    10.00     3.500000     4.570000    6.200000        0
   1     1.00   494.36     6.00    20.00     4.540000     6.250000    9.260000        0
   1     1.00   494.36     8.00     0.10     1.890000     2.090000    2.320000        0
   1     1.00   494.36     8.00     0.20     1.980000     2.190000    2.440000        0
   1     1.00   494.36     8.00     0.50     2.120000     2.380000    2.680000        0
   1     1.00   494.36     8.00     1.00     2.270000     2.570000    2.930000        0
   1     1.00   494.36     8.00     2.00     2.500000     2.870000    3.310000        0
   1     1.00   494.36     8.00     5.00     2.990000     3.520000    4.190000        0
   1     1.00   494.36     8.00    10.00     3.610000     4.370000    5.390000        0
   1     1.00   494.36     8.00    20.00     4.630000     5.790000    7.450000        0
   1     1.00   494.36    10.00     0.10     2.000000     2.170000    2.360000        0
   1     1.00   494.36    10.00     0.20     2.100000     2.280000    2.500000        0
   1     1.00   494.36    10.00     0.50     2.230000     2.450000    2.700000        0
   1     1.00   494.36    10.00     1.00     2.380000     2.630000    2.920000        0
   1     1.00   494.36    10.00     2.00     2.610000     2.910000    3.260000        0
   1     1.00   494.36    10.00     5.00     3.090000     3.510000    4.030000        0
   1     1.00   494.36    10.00    10.00     3.700000     4.300000    5.040000        0
   1     1.00   494.36    10.00    20.00     4.700000     5.570000    6.730000        0
   1     1.00   494.36    13.00     0.10     2.160000     2.300000    2.460000        0
   1     1.00   494.36    13.00     0.20     2.240000     2.400000    2.580000        0
   1     1.00   494.36    13.00     0.50     2.370000     2.550000    2.750000        0
   1     1.00   494.36    13.00     1.00     2.520000     2.720000    2.960000        0
   1     1.00   494.36    13.00     2.00     2.740000     2.980000    3.260000        0
   1     1.00   494.36    13.00     5.00     3.210000     3.550000    3.930000        0
   1     1.00   494.36    13.00    10.00     3.810000     4.260000    4.810000        0
   1     1.00   494.36    13.00    20.00     4.790000     5.440000    6.240000        0
   1     1.00   494.36    16.00     0.10     2.280000     2.410000    2.550000        0
   1     1.00   494.36    16.00     0.20     2.350000     2.490000    2.640000        0
   1     1.00   494.36    16.00     0.50     2.480000     2.640000    2.810000        0
   1     1.00   494.36    16.00     1.00     2.630000     2.800000    3.000000        0
   1     1.00   494.36    16.00     2.00     2.850000     3.050000    3.290000        0
   1     1.00   494.36    16.00     5.00     3.320000     3.590000    3.910000        0
   1     1.00   494.36    16.00    10.00     3.910000     4.280000    4.710000        0
   1     1.00   494.36    16.00    20.00     4.870000     5.390000    6.010000        0
   1     1.00   494.36    20.00     0.10     2.410000     2.520000    2.650000        0
   1     1.00   494.36    20.00     0.20     2.480000     2.590000    2.730000        0
   1     1.00   494.36    20.00     0.50     2.610000     2.740000    2.890000        0
   1     1.00   494.36    20.00     1.00     2.760000     2.900000    3.070000        0
   1     1.00   494.36    20.00     2.00     2.970000     3.140000    3.340000        0
   1     1.00   494.36    20.00     5.00     3.440000     3.660000    3.920000        0
   1     1.00   494.36    20.00    10.00     4.020000     4.320000    4.660000        0
   1     1.00   494.36    20.00    20.00     4.980000     5.390000    5.870000        0
   1     1.00   879.11     1.00     0.10     1.030000     3.521366 1000.000000        1
   1     1.00   879.11     1.00     0.20     1.080000     4.010885 1000.000000        1
   1     1.00   879.11     1.00     0.50     1.190000     6.176857 1000.000000        1
   1     1.00   879.11     1.00     1.00     1.310000    11.974640 1000.000000        1
   1     1.00   879.11     1.00     2.00     1.480000  1000.000000 1000.000000        1
   1     1.00   879.11     1.00     5.00     1.800000  1000.000000 1000.000000        1
   1     1.00   879.11     1.00    10.00     2.180000  1000.000000 1000.000000        1
   1     1.00   879.11     1.00    20.00     2.860000  1000.000000 1000.000000        1
   1     1.00   879.11     2.00     0.10     1.270000     2.239003    9.505339        1
   1     1.00   879.11     2.00     0.20     1.350000     2.470968   15.986310        1
   1     1.00   879.11     2.00     0.50     1.480000     2.952972 1000.000000        1
   1     1.00   879.11     2.00     1.00     1.630000     3.625813 1000.000000        1
   1     1.00   879.11     2.00     2.00     1.850000     4.894335 1000.000000        1
   1     1.00   879.11     2.00     5.00     2.300000     9.174671 1000.000000        1
   1     1.00   879.11     2.00    10.00     2.870000    26.660340 1000.000000        1
   1     1.00   879.11     2.00    20.00     3.780000  1000.000000 1000.000000        1
   1     1.00   879.11     3.00     0.10     1.440000     2.150000    4.190000        0
   1     1.00   879.11     3.00     0.20     1.510000     2.274114    4.722582        1
   1     1.00   879.11     3.00     0.50     1.650000     2.612130    6.397066        1
   1     1.00   879.11     3.00     1.00     1.800000     3.012868    9.533770        1
   1     1.00   879.11     3.00     2.00     2.030000     3.701529   20.942747        1
   1     1.00   879.11     3.00     5.00     2.520000     5.514634 1000.000000        1
   1     1.00   879.11     3.00    10.00     3.140000     8.866177 1000.000000        1
   1     1.00   879.11     3.00    20.00     4.180000    17.496452 1000.000000        1
   1     1.00   879.11     4.00     0.10     1.560000     2.120000    3.320000        0
   1     1.00   879.11     4.00     0.20     1.630000     2.260000    3.670000        0
   1     1.00   879.11     4.00     0.50     1.780000     2.540000    4.480000        0
   1     1.00   879.11     4.00     1.00     1.940000     2.866616    5.593037        1
   1     1.00   879.11     4.00     2.00     2.160000     3.362520    7.661834        1
   1     1.00   879.11     4.00     5.00     2.650000     4.607926   18.818869        1
   1     1.00   879.11     4.00    10.00     3.290000     6.627423 1000.000000        1
   1     1.00   879.11     4.00    20.00     4.350000    10.603049 1000.000000        1
   1     1.00   879.11     5.00     0.10     1.660000     2.130000    3.000000        0
   1     1.00   879.11     5.00     0.20     1.730000     2.250000    3.250000        0
   1     1.00   879.11     5.00     0.50     1.880000     2.510000    3.820000        0
   1     1.00   879.11     5.00     1.00     2.030000     2.800000    4.500000        0
   1     1.00   879.11     5.00     2.00     2.260000     3.215000    5.634394        1
   1     1.00   879.11     5.00     5.00     2.750000     4.230397    9.484344        1
   1     1.00   879.11     5.00    10.00     3.390000     5.763885   19.988697        1
   1     1.00   879.11     5.00    20.00     4.440000     8.506503  136.225127        1
   1     1.00   879.11     6.00     0.10     1.740000     2.150000    2.850000        0
   1     1.00   879.11     6.00     0.20     1.820000     2.270000    3.050000        0
   1     1.00   879.11     6.00     0.50     1.970000     2.510000    3.510000        0
   1     1.00   879.11     6.00     1.00     2.120000     2.760000    4.020000        0
   1     1.00   879.11     6.00     2.00     2.350000     3.160000    4.880000        0
   1     1.00   879.11     6.00     5.00     2.840000     4.049892    7.250204        1
   1     1.00   879.11     6.00    10.00     3.470000     5.326479   11.779093        1
   1     1.00   879.11     6.00    20.00     4.510000     7.537819   24.463954        1
   1     1.00   879.11     8.00     0.10     1.870000     2.210000    2.720000        0
   1     1.00   879.11     8.00     0.20     1.970000     2.330000    2.910000        0
   1     1.00   879.11     8.00     0.50     2.110000     2.540000    3.230000        0
   1     1.00   879.11     8.00     1.00     2.260000     2.760000    3.600000        0
   1     1.00   879.11     8.00     2.00     2.480000     3.100000    4.190000        0
   1     1.00   879.11     8.00     5.00     2.970000     3.870000    5.650000        0
   1     1.00   879.11     8.00    10.00     3.590000     4.900000    7.900000        0
   1     1.00   879.11     8.00    20.00     4.600000     6.597181   12.073278        1
   1     1.00   879.11    10.00     0.10     1.990000     2.270000    2.690000        0
   1     1.00   879.11    10.00     0.20     2.090000     2.400000    2.870000        0
   1     1.00   879.11    10.00     0.50     2.220000     2.580000    3.130000        0
   1     1.00   879.11    10.00     1.00     2.370000     2.790000    3.440000        0
   1     1.00   879.11    10.00     2.00     2.600000     3.100000    3.910000        0
   1     1.00   879.11    10.00     5.00     3.080000     3.790000    5.030000        0
   1     1.00   879.11    10.00    10.00     3.690000     4.700000    6.610000        0
   1     1.00   879.11    10.00    20.00     4.680000     6.180000    9.370000        0
   1     1.00   879.11    13.00     0.10     2.150000     2.390000    2.730000        0
   1     1.00   879.11    13.00     0.20     2.230000     2.490000    2.870000        0
   1     1.00   879.11    13.00     0.50     2.360000     2.660000    3.080000        0
   1     1.00   879.11    13.00     1.00     2.510000     2.850000    3.340000        0
   1     1.00   879.11    13.00     2.00     2.730000     3.140000    3.740000        0
   1     1.00   879.11    13.00     5.00     3.210000     3.760000    4.630000        0
   1     1.00   879.11    13.00    10.00     3.810000     4.570000    5.820000        0
   1     1.00   879.11    13.00    20.00     4.780000     5.880000    7.810000        0
   1     1.00   879.11    16.00     0.10     2.280000     2.490000    2.780000        0
   1     1.00   879.11    16.00     0.20     2.340000     2.570000    2.890000        0
   1     1.00   879.11    16.00     0.50     2.470000     2.730000    3.090000        0
   1     1.00   879.11    16.00     1.00     2.620000     2.910000    3.320000        0
   1     1.00   879.11    16.00     2.00     2.840000     3.180000    3.670000        0
   1     1.00   879.11    16.00     5.00     3.320000     3.770000    4.450000        0
   1     1.00   879.11    16.00    10.00     3.910000     4.520000    5.470000        0
   1     1.00   879.11    16.00    20.00     4.880000     5.740000    7.140000        0
   1     1.00   879.11    20.00     0.10     2.400000     2.590000    2.840000        0
   1     1.00   879.11    20.00     0.20     2.470000     2.670000    2.930000        0
   1     1.00   879.11    20.00     0.50     2.600000     2.820000    3.120000        0
   1     1.00   879.11    20.00     1.00     2.750000     3.000000    3.330000        0
   1     1.00   879.11    20.00     2.00     2.970000     3.250000    3.650000        0
   1     1.00   879.11    20.00     5.00     3.440000     3.810000    4.340000        0
   1     1.00   879.11    20.00    10.00     4.030000     4.520000    5.250000        0
   1     1.00   879.11    20.00    20.00     4.990000     5.670000    6.710000        0
   1     1.00  1563.31     1.00     0.10     1.000000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00     0.20     1.040000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00     0.50     1.100000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00     1.00     1.180000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00     2.00     1.300000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00     5.00     1.560000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00    10.00     1.870000  1000.000000 1000.000000        1
   1     1.00  1563.31     1.00    20.00     2.390000  1000.000000 1000.000000        1
   1     1.00  1563.31     2.00     0.10     1.240000     4.212774 1000.000000        1
   1     1.00  1563.31     2.00     0.20     1.270000     5.053489 1000.000000        1
   1     1.00  1563.31     2.00     0.50     1.360000     6.262950 1000.000000        1
   1     1.00  1563.31     2.00     1.00     1.490000    11.394861 1000.000000        1
   1     1.00  1563.31     2.00     2.00     1.670000    39.309616 1000.000000        1
   1     1.00  1563.31     2.00     5.00     2.030000  1000.000000 1000.000000        1
   1     1.00  1563.31     2.00    10.00     2.440000  1000.000000 1000.000000        1
   1     1.00  1563.31     2.00    20.00     3.120000  1000.000000 1000.000000        1
   1     1.00  1563.31     3.00     0.10     1.390000     2.925029 1000.000000        1
   1     1.00  1563.31     3.00     0.20     1.440000     3.290088 1000.000000        1
   1     1.00  1563.31     3.00     0.50     1.570000     3.923772 1000.000000        1
   1     1.00  1563.31     3.00     1.00     1.720000     5.130479 1000.000000        1
   1     1.00  1563.31     3.00     2.00     1.920000     7.097919 1000.000000        1
   1     1.00  1563.31     3.00     5.00     2.360000    15.241287 1000.000000        1
   1     1.00  1563.31     3.00    10.00     2.900000  1000.000000 1000.000000        1
   1     1.00  1563.31     3.00    20.00     3.770000  1000.000000 1000.000000        1
   1     1.00  1563.31     4.00     0.10     1.510000     2.628332   13.366909        1
   1     1.00  1563.31     4.00     0.20     1.570000     2.890590   23.395001        1
   1     1.00  1563.31     4.00     0.50     1.720000     3.377477 1000.000000        1
   1     1.00  1563.31     4.00     1.00     1.870000     4.053051 1000.000000        1
   1     1.00  1563.31     4.00     2.00     2.080000     5.062511 1000.000000        1
   1     1.00  1563.31     4.00     5.00     2.560000     8.115365 1000.000000        1
   1     1.00  1563.31     4.00    10.00     3.170000    17.448792 1000.000000        1
   1     1.00  1563.31     4.00    20.00     4.150000  1000.000000 1000.000000        1
   1     1.00  1563.31     5.00     0.10     1.610000     2.520192    6.565705        1
   1     1.00  1563.31     5.00     0.20     1.680000     2.747625    8.239490        1
   1     1.00  1563.31     5.00     0.50     1.840000     3.162319   13.970666        1
   1     1.00  1563.31     5.00     1.00     1.990000     3.655625   31.537951        1
   1     1.00  1563.31     5.00     2.00     2.200000     4.360499 1000.000000        1
   1     1.00  1563.31     5.00     5.00     2.700000     6.353330 1000.000000        1
   1     1.00  1563.31     5.00    10.00     3.330000    10.528663 1000.000000        1
   1     1.00  1563.31     5.00    20.00     4.360000  1000.000000 1000.000000        1
   1     1.00  1563.31     6.00     0.10     1.710000     2.540000    5.260000        0
   1     1.00  1563.31     6.00     0.20     1.780000     2.700412    5.947266        1
   1     1.00  1563.31     6.00     0.50     1.930000     3.034092    7.942038        1
   1     1.00  1563.31     6.00     1.00     2.090000     3.461556   11.443936        1
   1     1.00  1563.31     6.00     2.00     2.300000     4.028165   20.315632        1
   1     1.00  1563.31     6.00     5.00     2.800000     5.541501 1000.000000        1
   1     1.00  1563.31     6.00    10.00     3.440000     8.292348 1000.000000        1
   1     1.00  1563.31     6.00    20.00     4.500000  1000.000000 1000.000000        1
   1     1.00  1563.31     8.00     0.10     1.880000     2.520000    4.090000        0
   1     1.00  1563.31     8.00     0.20     1.950000     2.690000    4.550000        0
   1     1.00  1563.31     8.00     0.50     2.080000     2.950000    5.360000        0
   1     1.00  1563.31     8.00     1.00     2.240000     3.267203    6.452024        1
   1     1.00  1563.31     8.00     2.00     2.460000     3.726789    8.407602        1
   1     1.00  1563.31     8.00     5.00     2.960000     4.842397   16.724090        1
   1     1.00  1563.31     8.00    10.00     3.600000     6.592203   76.523650        1
   1     1.00  1563.31     8.00    20.00     4.660000  1000.000000 1000.000000        1
   1     1.00  1563.31    10.00     0.10     2.000000     2.550000    3.710000        0
   1     1.00  1563.31    10.00     0.20     2.070000     2.690000    3.990000        0
   1     1.00  1563.31    10.00     0.50     2.210000     2.920000    4.530000        0
   1     1.00  1563.31    10.00     1.00     2.360000     3.200000    5.220000        0
   1     1.00  1563.31    10.00     2.00     2.600000     3.630000    6.420000        0
   1     1.00  1563.31    10.00     5.00     3.080000     4.533883    9.668432        1
   1     1.00  1563.31    10.00    10.00     3.710000     5.886818   16.916733        1
   1     1.00  1563.31    10.00    20.00     4.760000  1000.000000 1000.000000        1
   1     1.00  1563.31    13.00     0.10     2.150000     2.610000    3.460000        0
   1     1.00  1563.31    13.00     0.20     2.210000     2.720000    3.650000        0
   1     1.00  1563.31    13.00     0.50     2.350000     2.930000    4.030000        0
   1     1.00  1563.31    13.00     1.00     2.510000     3.170000    4.500000        0
   1     1.00  1563.31    13.00     2.00     2.740000     3.540000    5.250000        0
   1     1.00  1563.31    13.00     5.00     3.240000     4.360000    7.170000        0
   1     1.00  1563.31    13.00    10.00     3.840000     5.401701    9.990640        1
   1     1.00  1563.31    13.00    20.00     4.870000  1000.000000 1000.000000        1
   1     1.00  1563.31    16.00     0.10     2.260000     2.670000    3.350000        0
   1     1.00  1563.31    16.00     0.20     2.330000     2.770000    3.500000        0
   1     1.00  1563.31    16.00     0.50     2.470000     2.960000    3.820000        0
   1     1.00  1563.31    16.00     1.00     2.630000     3.190000    4.190000        0
   1     1.00  1563.31    16.00     2.00     2.860000     3.520000    4.780000        0
   1     1.00  1563.31    16.00     5.00     3.360000     4.260000    6.170000        0
   1     1.00  1563.31    16.00    10.00     3.980000     5.230000    8.180000        0
   1     1.00  1563.31    16.00    20.00     4.970000  1000.000000 1000.000000        1
   1     1.00  1563.31    20.00     0.10     2.400000     2.740000    3.290000        0
   1     1.00  1563.31    20.00     0.20     2.470000     2.830000    3.420000        0
   1     1.00  1563.31    20.00     0.50     2.600000     3.020000    3.690000        0
   1     1.00  1563.31    20.00     1.00     2.760000     3.220000    4.000000        0
   1     1.00  1563.31    20.00     2.00     2.990000     3.530000    4.480000        0
   1     1.00  1563.31    20.00     5.00     3.480000     4.210000    5.570000        0
   1     1.00  1563.31    20.00    10.00     4.110000     5.090000    7.070000        0
   1     1.00  1563.31    20.00    20.00     5.130000     6.520000    9.590000        0
   1    10.00   278.00     1.00     0.10     1.010000     1.710000    2.710000        0
   1    10.00   278.00     1.00     0.20     1.040000     1.780000    2.880000        0
   1    10.00   278.00     1.00     0.50     1.170000     1.976208    3.383158        1
   1    10.00   278.00     1.00     1.00     1.210000     2.089464    3.735603        1
   1    10.00   278.00     1.00     2.00     1.490000     3.114748    9.019515        1
   1    10.00   278.00     1.00     5.00     1.770000     4.638516   78.531728        1
   1    10.00   278.00     1.00    10.00     2.080000     7.183157 1000.000000        1
   1    10.00   278.00     1.00    20.00     2.550000    11.285184 1000.000000        1
   1    10.00   278.00     2.00     0.10     1.240000     1.620000    1.960000        0
   1    10.00   278.00     2.00     0.20     1.270000     1.680000    2.040000        0
   1    10.00   278.00     2.00     0.50     1.380000     1.850000    2.310000        0
   1    10.00   278.00     2.00     1.00     1.530000     2.100000    2.700000        0
   1    10.00   278.00     2.00     2.00     1.710000     2.470000    3.340000        0
   1    10.00   278.00     2.00     5.00     2.160000     3.440888    5.288327        1
   1    10.00   278.00     2.00    10.00     2.540000     4.434701    7.764320        1
   1    10.00   278.00     2.00    20.00     3.240000     6.288368   13.895674        1
   1    10.00   278.00     3.00     0.10     1.390000     1.670000    1.900000        0
   1    10.00   278.00     3.00     0.20     1.420000     1.730000    1.980000        0
   1    10.00   278.00     3.00     0.50     1.560000     1.900000    2.190000        0
   1    10.00   278.00     3.00     1.00     1.690000     2.100000    2.460000        0
   1    10.00   278.00     3.00     2.00     1.880000     2.400000    2.890000        0
   1    10.00   278.00     3.00     5.00     2.260000     3.080000    3.890000        0
   1    10.00   278.00     3.00    10.00     2.750000     4.010000    5.430000        0
   1    10.00   278.00     3.00    20.00     3.530000     5.406081    7.875351        1
   1    10.00   278.00     4.00     0.10     1.500000     1.740000    1.920000        0
   1    10.00   278.00     4.00     0.20     1.540000     1.800000    1.990000        0
   1    10.00   278.00     4.00     0.50     1.690000     1.960000    2.190000        0
   1    10.00   278.00     4.00     1.00     1.820000     2.140000    2.410000        0
   1    10.00   278.00     4.00     2.00     2.000000     2.410000    2.760000        0
   1    10.00   278.00     4.00     5.00     2.400000     3.020000    3.570000        0
   1    10.00   278.00     4.00    10.00     2.910000     3.820000    4.690000        0
   1    10.00   278.00     4.00    20.00     3.720000     5.150000    6.640000        0
   1    10.00   278.00     5.00     0.10     1.590000     1.800000    1.950000        0
   1    10.00   278.00     5.00     0.20     1.670000     1.870000    2.040000        0
   1    10.00   278.00     5.00     0.50     1.780000     2.010000    2.200000        0
   1    10.00   278.00     5.00     1.00     1.910000     2.190000    2.410000        0
   1    10.00   278.00     5.00     2.00     2.110000     2.440000    2.720000        0
   1    10.00   278.00     5.00     5.00     2.520000     3.020000    3.440000        0
   1    10.00   278.00     5.00    10.00     3.030000     3.750000    4.390000        0
   1    10.00   278.00     5.00    20.00     3.850000     4.940000    5.970000        0
   1    10.00   278.00     6.00     0.10     1.670000     1.860000    1.990000        0
   1    10.00   278.00     6.00     0.20     1.750000     1.930000    2.070000        0
   1    10.00   278.00     6.00     0.50     1.860000     2.070000    2.230000        0
   1    10.00   278.00     6.00     1.00     2.000000     2.240000    2.430000        0
   1    10.00   278.00     6.00     2.00     2.200000     2.490000    2.730000        0
   1    10.00   278.00     6.00     5.00     2.610000     3.030000    3.380000        0
   1    10.00   278.00     6.00    10.00     3.120000     3.720000    4.220000        0
   1    10.00   278.00     6.00    20.00     3.940000     4.830000    5.620000        0
   1    10.00   278.00     8.00     0.10     1.810000     1.960000    2.070000        0
   1    10.00   278.00     8.00     0.20     1.880000     2.030000    2.140000        0
   1    10.00   278.00     8.00     0.50     2.000000     2.160000    2.300000        0
   1    10.00   278.00     8.00     1.00     2.150000     2.340000    2.490000        0
   1    10.00   278.00     8.00     2.00     2.350000     2.580000    2.770000        0
   1    10.00   278.00     8.00     5.00     2.750000     3.080000    3.340000        0
   1    10.00   278.00     8.00    10.00     3.260000     3.720000    4.080000        0
   1    10.00   278.00     8.00    20.00     4.090000     4.740000    5.280000        0
   1    10.00   278.00    10.00     0.10     1.920000     2.040000    2.140000        0
   1    10.00   278.00    10.00     0.20     1.980000     2.110000    2.210000        0
   1    10.00   278.00    10.00     0.50     2.120000     2.260000    2.370000        0
   1    10.00   278.00    10.00     1.00     2.270000     2.440000    2.570000        0
   1    10.00   278.00    10.00     2.00     2.460000     2.660000    2.820000        0
   1    10.00   278.00    10.00     5.00     2.870000     3.140000    3.350000        0
   1    10.00   278.00    10.00    10.00     3.380000     3.740000    4.030000        0
   1    10.00   278.00    10.00    20.00     4.200000     4.720000    5.130000        0
   1    10.00   278.00    13.00     0.10     2.050000     2.150000    2.230000        0
   1    10.00   278.00    13.00     0.20     2.120000     2.220000    2.300000        0
   1    10.00   278.00    13.00     0.50     2.280000     2.390000    2.490000        0
   1    10.00   278.00    13.00     1.00     2.410000     2.550000    2.660000        0
   1    10.00   278.00    13.00     2.00     2.600000     2.760000    2.890000        0
   1    10.00   278.00    13.00     5.00     3.010000     3.220000    3.400000        0
   1    10.00   278.00    13.00    10.00     3.510000     3.800000    4.030000        0
   1    10.00   278.00    13.00    20.00     4.340000     4.730000    5.050000        0
   1    10.00   278.00    16.00     0.10     2.160000     2.240000    2.310000        0
   1    10.00   278.00    16.00     0.20     2.240000     2.320000    2.400000        0
   1    10.00   278.00    16.00     0.50     2.400000     2.500000    2.590000        0
   1    10.00   278.00    16.00     1.00     2.530000     2.650000    2.740000        0
   1    10.00   278.00    16.00     2.00     2.720000     2.860000    2.970000        0
   1    10.00   278.00    16.00     5.00     3.120000     3.300000    3.450000        0
   1    10.00   278.00    16.00    10.00     3.630000     3.870000    4.050000        0
   1    10.00   278.00    16.00    20.00     4.450000     4.770000    5.030000        0
   1    10.00   278.00    20.00     0.10     2.280000     2.350000    2.410000        0
   1    10.00   278.00    20.00     0.20     2.400000     2.470000    2.540000        0
   1    10.00   278.00    20.00     0.50     2.530000     2.620000    2.700000        0
   1    10.00   278.00    20.00     1.00     2.660000     2.760000    2.840000        0
   1    10.00   278.00    20.00     2.00     2.850000     2.960000    3.060000        0
