Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
   1    10.00  1563.31    13.00    20.00     4.170000  1000.000000 1000.000000        1
   1    10.00  1563.31    16.00     0.10     2.120000     2.530000    3.130000        0
   1    10.00  1563.31    16.00     0.20     2.220000     2.680000    3.360000        0
   1    10.00  1563.31    16.00     0.50     2.330000     2.870000    3.660000        0
   1    10.00  1563.31    16.00     1.00     2.450000     3.060000    3.980000        0
   1    10.00  1563.31    16.00     2.00     2.640000     3.340000    4.450000        0
   1    10.00  1563.31    16.00     5.00     3.030000     3.950000    5.550000        0
   1    10.00  1563.31    16.00    10.00     3.530000     4.740000    7.040000        0
   1    10.00  1563.31    16.00    20.00     4.320000  1000.000000 1000.000000        1
   1    10.00  1563.31    20.00     0.10     2.290000     2.650000    3.150000        0
   1    10.00  1563.31    20.00     0.20     2.370000     2.770000    3.330000        0
   1    10.00  1563.31    20.00     0.50     2.470000     2.930000    3.570000        0
   1    10.00  1563.31    20.00     1.00     2.600000     3.110000    3.830000        0
   1    10.00  1563.31    20.00     2.00     2.790000     3.370000    4.220000        0
   1    10.00  1563.31    20.00     5.00     3.190000     3.940000    5.110000        0
   1    10.00  1563.31    20.00    10.00     3.700000     4.670000    6.280000        0
   1    10.00  1563.31    20.00    20.00     4.520000     5.830000    8.160000        0
  50     0.01   278.00     1.00     0.10     1.440000     1.620000    2.820000        0
  50     0.01   278.00     1.00     0.20     1.530000     1.800000    2.420000        0
  50     0.01   278.00     1.00     0.50     1.960000     2.420000    3.710000        0
  50     0.01   278.00     1.00     1.00     2.420000     2.644630    4.470501        1
  50     0.01   278.00     1.00     2.00     3.050000     3.676638    7.370478        1
  50     0.01   278.00     1.00     5.00     4.050000     5.582761   21.851427        1
  50     0.01   278.00     1.00    10.00     4.960000     7.979668 1000.000000        1
  50     0.01   278.00     1.00    20.00     6.250000    10.836687 1000.000000        1
  50     0.01   278.00     2.00     0.10     1.590000     1.670000    1.900000        0
  50     0.01   278.00     2.00     0.20     1.780000     1.870000    2.160000        0
  50     0.01   278.00     2.00     0.50     2.130000     2.260000    2.700000        0
  50     0.01   278.00     2.00     1.00     2.530000     2.750000    3.420000        0
  50     0.01   278.00     2.00     2.00     3.160000     3.570000    4.800000        0
  50     0.01   278.00     2.00     5.00     4.420000     5.580000    9.220000        0
  50     0.01   278.00     2.00    10.00     5.820000     8.510000   20.900000        0
  50     0.01   278.00     2.00    20.00     8.070000    11.025750   30.403704        1
  50     0.01   278.00     3.00     0.10     1.740000     1.780000    1.950000        0
  50     0.01   278.00     3.00     0.20     1.890000     1.950000    2.150000        0
  50     0.01   278.00     3.00     0.50     2.190000     2.270000    2.550000        0
  50     0.01   278.00     3.00     1.00     2.540000     2.650000    3.040000        0
  50     0.01   278.00     3.00     2.00     3.080000     3.260000    3.860000        0
  50     0.01   278.00     3.00     5.00     4.370000     4.810000    6.200000        0
  50     0.01   278.00     3.00    10.00     5.850000     6.870000    9.930000        0
  50     0.01   278.00     3.00    20.00     8.020000    10.360000   18.030000        0
  50     0.01   278.00     4.00     0.10     1.840000     1.870000    2.010000        0
  50     0.01   278.00     4.00     0.20     1.980000     2.020000    2.180000        0
  50     0.01   278.00     4.00     0.50     2.250000     2.310000    2.520000        0
  50     0.01   278.00     4.00     1.00     2.560000     2.540000    2.920000        0
  50     0.01   278.00     4.00     2.00     3.030000     3.150000    3.550000        0
  50     0.01   278.00     4.00     5.00     4.170000     4.440000    5.260000        0
  50     0.01   278.00     4.00    10.00     5.700000     6.250000    7.900000        0
  50     0.01   278.00     4.00    20.00     7.950000     9.060000   12.470000        0
  50     0.01   278.00     5.00     0.10     1.920000     1.950000    2.070000        0
  50     0.01   278.00     5.00     0.20     2.050000     2.090000    2.220000        0
  50     0.01   278.00     5.00     0.50     2.300000     2.350000    2.530000        0
  50     0.01   278.00     5.00     1.00     2.590000     2.660000    2.880000        0
  50     0.01   278.00     5.00     2.00     3.030000     3.120000    3.440000        0
  50     0.01   278.00     5.00     5.00     4.030000     4.220000    4.790000        0
  50     0.01   278.00     5.00    10.00     5.440000     5.810000    6.890000        0
  50     0.01   278.00     5.00    20.00     7.670000     8.420000   10.560000        0
  50     0.01   278.00     6.00     0.10     1.990000     2.020000    2.120000        0
  50     0.01   278.00     6.00     0.20     2.120000     2.150000    2.270000        0
  50     0.01   278.00     6.00     0.50     2.360000     2.400000    2.550000        0
  50     0.01   278.00     6.00     1.00     2.630000     2.680000    2.880000        0
  50     0.01   278.00     6.00     2.00     3.040000     3.120000    3.380000        0
  50     0.01   278.00     6.00     5.00     3.970000     4.110000    4.560000        0
  50     0.01   278.00     6.00    10.00     5.270000     5.540000    6.340000        0
  50     0.01   278.00     6.00    20.00     7.420000     7.970000    9.500000        0
  50     0.01   278.00     8.00     0.10     2.110000     2.130000    2.220000        0
  50     0.01   278.00     8.00     0.20     2.230000     2.250000    2.350000        0
  50     0.01   278.00     8.00     0.50     2.450000     2.490000    2.510000        0
  50     0.01   278.00     8.00     1.00     2.710000     2.750000    2.910000        0
  50     0.01   278.00     8.00     2.00     3.090000     3.150000    3.350000        0
  50     0.01   278.00     8.00     5.00     3.930000     4.030000    4.360000        0
  50     0.01   278.00     8.00    10.00     5.060000     5.240000    5.770000        0
  50     0.01   278.00     8.00    20.00     7.020000     7.360000    8.300000        0
  50     0.01   278.00    10.00     0.10     2.200000     2.220000    2.300000        0
  50     0.01   278.00    10.00     0.20     2.320000     2.340000    2.430000        0
  50     0.01   278.00    10.00     0.50     2.540000     2.570000    2.670000        0
  50     0.01   278.00    10.00     1.00     2.790000     2.820000    2.960000        0
  50     0.01   278.00    10.00     2.00     3.150000     3.200000    3.370000        0
  50     0.01   278.00    10.00     5.00     3.940000     4.020000    4.290000        0
  50     0.01   278.00    10.00    10.00     4.980000     5.110000    5.520000        0
  50     0.01   278.00    10.00    20.00     6.790000     7.030000    7.720000        0
  50     0.01   278.00    13.00     0.10     2.360000     2.380000    2.450000        0
  50     0.01   278.00    13.00     0.20     2.440000     2.460000    2.530000        0
  50     0.01   278.00    13.00     0.50     2.650000     2.680000    2.770000        0
  50     0.01   278.00    13.00     1.00     2.890000     2.920000    3.040000        0
  50     0.01   278.00    13.00     2.00     3.240000     3.280000    3.430000        0
  50     0.01   278.00    13.00     5.00     3.990000     4.060000    4.270000        0
  50     0.01   278.00    13.00    10.00     4.960000     5.060000    5.380000        0
  50     0.01   278.00    13.00    20.00     6.640000     6.810000    7.330000        0
  50     0.01   278.00    16.00     0.10     2.420000     2.440000    2.500000        0
  50     0.01   278.00    16.00     0.20     2.540000     2.560000    2.620000        0
  50     0.01   278.00    16.00     0.50     2.750000     2.780000    2.860000        0
  50     0.01   278.00    16.00     1.00     2.990000     3.020000    3.120000        0
  50     0.01   278.00    16.00     2.00     3.330000     3.370000    3.500000        0
  50     0.01   278.00    16.00     5.00     4.050000     4.110000    4.300000        0
  50     0.01   278.00    16.00    10.00     4.990000     5.070000    5.340000        0
  50     0.01   278.00    16.00    20.00     6.590000     6.730000    7.160000        0
  50     0.01   278.00    20.00     0.10     2.540000     2.560000    2.610000        0
  50     0.01   278.00    20.00     0.20     2.660000     2.670000    2.730000        0
  50     0.01   278.00    20.00     0.50     2.870000     2.890000    2.970000        0
  50     0.01   278.00    20.00     1.00     3.110000     3.140000    3.230000        0
  50     0.01   278.00    20.00     2.00     3.450000     3.480000    3.600000        0
  50     0.01   278.00    20.00     5.00     4.150000     4.190000    4.360000        0
  50     0.01   278.00    20.00    10.00     5.060000     5.130000    5.370000        0
  50     0.01   278.00    20.00    20.00     6.600000     6.710000    7.070000        0
  50     0.01   494.36     1.00     0.10     1.340000     1.786402    3.239350        1
  50     0.01   494.36     1.00     0.20     1.440000     1.901480    3.672622        1
  50     0.01   494.36     1.00     0.50     1.820000     2.504154    6.801233        1
  50     0.01   494.36     1.00     1.00     2.260000     3.264163   17.411935        1
  50     0.01   494.36     1.00     2.00     2.850000     4.661912 1000.000000        1
  50     0.01   494.36     1.00     5.00     3.720000     7.602747 1000.000000        1
  50     0.01   494.36     1.00    10.00     4.610000    11.086660 1000.000000        1
  50     0.01   494.36     1.00    20.00     5.930000    20.448579 1000.000000        1
  50     0.01   494.36     2.00     0.10     1.510000     1.770000    2.270000        0
  50     0.01   494.36     2.00     0.20     1.680000     1.970000    2.630000        0
  50     0.01   494.36     2.00     0.50     2.000000     2.410000    3.470000        0
  50     0.01   494.36     2.00     1.00     2.380000     2.823432    4.357806        1
  50     0.01   494.36     2.00     2.00     2.970000     3.692753    6.764611        1
  50     0.01   494.36     2.00     5.00     4.220000     5.863219   20.019013        1
  50     0.01   494.36     2.00    10.00     5.580000     8.507308  403.196124        1
  50     0.01   494.36     2.00    20.00     7.620000    13.714308 1000.000000        1
  50     0.01   494.36     3.00     0.10     1.670000     1.850000    2.180000        0
  50     0.01   494.36     3.00     0.20     1.820000     2.020000    2.430000        0
  50     0.01   494.36     3.00     0.50     2.100000     2.360000    2.940000        0
  50     0.01   494.36     3.00     1.00     2.430000     2.770000    3.600000        0
  50     0.01   494.36     3.00     2.00     2.930000     3.430000    4.810000        0
  50     0.01   494.36     3.00     5.00     4.140000     5.230000    9.180000        0
  50     0.01   494.36     3.00    10.00     5.620000     7.248703   16.366926        1
  50     0.01   494.36     3.00    20.00     7.740000    10.946523   47.143723        1
  50     0.01   494.36     4.00     0.10     1.780000     1.920000    2.180000        0
  50     0.01   494.36     4.00     0.20     1.920000     2.070000    2.380000        0
  50     0.01   494.36     4.00     0.50     2.190000     2.370000    2.780000        0
  50     0.01   494.36     4.00     1.00     2.490000     2.720000    3.270000        0
  50     0.01   494.36     4.00     2.00     2.940000     3.260000    4.090000        0
  50     0.01   494.36     4.00     5.00     4.040000     4.670000    6.520000        0
  50     0.01   494.36     4.00    10.00     5.490000     6.730000   11.130000        0
  50     0.01   494.36     4.00    20.00     7.650000    10.120000   22.150000        0
  50     0.01   494.36     5.00     0.10     1.870000     1.990000    2.200000        0
  50     0.01   494.36     5.00     0.20     2.010000     2.130000    2.380000        0
  50     0.01   494.36     5.00     0.50     2.260000     2.390000    2.720000        0
  50     0.01   494.36     5.00     1.00     2.540000     2.710000    3.140000        0
  50     0.01   494.36     5.00     2.00     2.970000     3.200000    3.810000        0
  50     0.01   494.36     5.00     5.00     3.950000     4.370000    5.550000        0
  50     0.01   494.36     5.00    10.00     5.330000     6.110000    8.530000        0
  50     0.01   494.36     5.00    20.00     7.500000     9.040000   14.600000        0
  50     0.01   494.36     6.00     0.10     1.950000     2.040000    2.240000        0
  50     0.01   494.36     6.00     0.20     2.080000     2.180000    2.400000        0
  50     0.01   494.36     6.00     0.50     2.320000     2.430000    2.710000        0
  50     0.01   494.36     6.00     1.00     2.600000     2.730000    3.080000        0
  50     0.01   494.36     6.00     2.00     3.010000     3.180000    3.660000        0
  50     0.01   494.36     6.00     5.00     3.920000     4.220000    5.090000        0
  50     0.01   494.36     6.00    10.00     5.210000     5.750000    7.380000        0
  50     0.01   494.36     6.00    20.00     7.340000     8.380000   11.830000        0
  50     0.01   494.36     8.00     0.10     2.080000     2.150000    2.310000        0
  50     0.01   494.36     8.00     0.20     2.200000     2.270000    2.450000        0
  50     0.01   494.36     8.00     0.50     2.440000     2.510000    2.720000        0
  50     0.01   494.36     8.00     1.00     2.700000     2.780000    3.050000        0
  50     0.01   494.36     8.00     2.00     3.090000     3.190000    3.540000        0
  50     0.01   494.36     8.00     5.00     3.930000     4.100000    4.680000        0
  50     0.01   494.36     8.00    10.00     5.060000     5.370000    6.350000        0
  50     0.01   494.36     8.00    20.00     7.030000     7.590000    9.450000        0
  50     0.01   494.36    10.00     0.10     2.190000     2.240000    2.370000        0
  50     0.01   494.36    10.00     0.20     2.310000     2.360000    2.510000        0
  50     0.01   494.36    10.00     0.50     2.530000     2.580000    2.770000        0
  50     0.01   494.36    10.00     1.00     2.790000     2.850000    3.070000        0
  50     0.01   494.36    10.00     2.00     3.150000     3.230000    3.510000        0
  50     0.01   494.36    10.00     5.00     3.950000     4.080000    4.520000        0
  50     0.01   494.36    10.00    10.00     4.990000     5.200000    5.910000        0
  50     0.01   494.36    10.00    20.00     6.800000     7.190000    8.450000        0
  50     0.01   494.36    13.00     0.10     2.320000     2.350000    2.470000        0
  50     0.01   494.36    13.00     0.20     2.430000     2.470000    2.590000        0
  50     0.01   494.36    13.00     0.50     2.650000     2.690000    2.840000        0
  50     0.01   494.36    13.00     1.00     2.890000     2.940000    3.120000        0
  50     0.01   494.36    13.00     2.00     3.250000     3.310000    3.530000        0
  50     0.01   494.36    13.00     5.00     4.000000     4.090000    4.440000        0
  50     0.01   494.36    13.00    10.00     4.960000     5.110000    5.630000        0
  50     0.01   494.36    13.00    20.00     6.650000     6.920000    7.770000        0
  50     0.01   494.36    16.00     0.10     2.430000     2.450000    2.550000        0
  50     0.01   494.36    16.00     0.20     2.540000     2.570000    2.680000        0
  50     0.01   494.36    16.00     0.50     2.750000     2.790000    2.920000        0
  50     0.01   494.36    16.00     1.00     2.990000     3.030000    3.190000        0
  50     0.01   494.36    16.00     2.00     3.340000     3.390000    3.580000        0
  50     0.01   494.36    16.00     5.00     4.060000     4.140000    4.420000        0
  50     0.01   494.36    16.00    10.00     4.990000     5.110000    5.530000        0
  50     0.01   494.36    16.00    20.00     6.610000     6.820000    7.480000        0
  50     0.01   494.36    20.00     0.10     2.550000     2.570000    2.650000        0
  50     0.01   494.36    20.00     0.20     2.660000     2.680000    2.770000        0
  50     0.01   494.36    20.00     0.50     2.870000     2.900000    3.010000        0
  50     0.01   494.36    20.00     1.00     3.110000     3.150000    3.280000        0
  50     0.01   494.36    20.00     2.00     3.450000     3.490000    3.660000        0
  50     0.01   494.36    20.00     5.00     4.150000     4.210000    4.450000        0
  50     0.01   494.36    20.00    10.00     5.070000     5.170000    5.510000        0
  50     0.01   494.36    20.00    20.00     6.610000     6.770000    7.290000        0
  50     0.01   879.11     1.00     0.10     1.220000     1.930615   14.665736        1
  50     0.01   879.11     1.00     0.20     1.370000     2.326470 1000.000000        1
  50     0.01   879.11     1.00     0.50     1.710000     3.266296 1000.000000        1
  50     0.01   879.11     1.00     1.00     2.080000     4.821954 1000.000000        1
  50     0.01   879.11     1.00     2.00     2.600000     8.166972 1000.000000        1
  50     0.01   879.11     1.00     5.00     3.400000    22.211517 1000.000000        1
  50     0.01   879.11     1.00    10.00     4.230000   463.408081 1000.000000        1
  50     0.01   879.11     1.00    20.00     5.470000  1000.000000 1000.000000        1
  50     0.01   879.11     2.00     0.10     1.480000     1.897671    3.307436        1
  50     0.01   879.11     2.00     0.20     1.640000     2.159955    4.142138        1
  50     0.01   879.11     2.00     0.50     1.940000     2.635459    6.556291        1
  50     0.01   879.11     2.00     1.00     2.300000     3.316886   13.041028        1
  50     0.01   879.11     2.00     2.00     2.850000     4.478865  910.399080        1
  50     0.01   879.11     2.00     5.00     4.040000     7.917525 1000.000000        1
  50     0.01   879.11     2.00    10.00     5.280000    13.251542 1000.000000        1
  50     0.01   879.11     2.00    20.00     7.130000    22.234439 1000.000000        1
  50     0.01   879.11     3.00     0.10     1.690000     2.020000    2.890000        0
  50     0.01   879.11     3.00     0.20     1.780000     2.145384    3.142492        1
  50     0.01   879.11     3.00     0.50     2.060000     2.519198    4.065805        1
  50     0.01   879.11     3.00     1.00     2.380000     2.997875    5.437076        1
  50     0.01   879.11     3.00     2.00     2.870000     3.763918    8.501038        1
  50     0.01   879.11     3.00     5.00     4.050000     5.941229   40.990020        1
  50     0.01   879.11     3.00    10.00     5.490000     9.231545 1000.000000        1
  50     0.01   879.11     3.00    20.00     7.510000    14.059633 1000.000000        1
  50     0.01   879.11     4.00     0.10     1.760000     2.020000    2.610000        0
  50     0.01   879.11     4.00     0.20     1.890000     2.180000    2.890000        0
  50     0.01   879.11     4.00     0.50     2.150000     2.510000    3.500000        0
  50     0.01   879.11     4.00     1.00     2.450000     2.910000    4.310000        0
  50     0.01   879.11     4.00     2.00     2.900000     3.540000    5.840000        0
  50     0.01   879.11     4.00     5.00     3.970000     5.138663   11.534779        1
  50     0.01   879.11     4.00    10.00     5.400000     7.609597   34.769855        1
  50     0.01   879.11     4.00    20.00     7.520000    11.419170 1000.000000        1
  50     0.01   879.11     5.00     0.10     1.850000     2.070000    2.560000        0
  50     0.01   879.11     5.00     0.20     1.980000     2.220000    2.770000        0
  50     0.01   879.11     5.00     0.50     2.230000     2.510000    3.240000        0
  50     0.01   879.11     5.00     1.00     2.510000     2.860000    3.840000        0
  50     0.01   879.11     5.00     2.00     2.940000     3.420000    4.900000        0
  50     0.01   879.11     5.00     5.00     3.920000     4.770000    8.150000        0
  50     0.01   879.11     5.00    10.00     5.270000     6.756168   15.179256        1
  50     0.01   879.11     5.00    20.00     7.420000    10.066610   38.793379        1
  50     0.01   879.11     6.00     0.10     1.930000     2.120000    2.510000        0
  50     0.01   879.11     6.00     0.20     2.050000     2.260000    2.710000        0
  50     0.01   879.11     6.00     0.50     2.290000     2.530000    3.120000        0
  50     0.01   879.11     6.00     1.00     2.560000     2.850000    3.620000        0
  50     0.01   879.11     6.00     2.00     2.970000     3.350000    4.450000        0
  50     0.01   879.11     6.00     5.00     3.900000     4.540000    6.740000        0
  50     0.01   879.11     6.00    10.00     5.170000     6.300000   11.120000        0
  50     0.01   879.11     6.00    20.00     7.280000     9.209846   21.128238        1
  50     0.01   879.11     8.00     0.10     2.060000     2.210000    2.520000        0
  50     0.01   879.11     8.00     0.20     2.180000     2.340000    2.690000        0
  50     0.01   879.11     8.00     0.50     2.400000     2.580000    3.020000        0
  50     0.01   879.11     8.00     1.00     2.660000     2.870000    3.420000        0
  50     0.01   879.11     8.00     2.00     3.050000     3.310000    4.050000        0
  50     0.01   879.11     8.00     5.00     3.900000     4.320000    5.620000        0
  50     0.01   879.11     8.00    10.00     5.050000     5.730000    8.110000        0
  50     0.01   879.11     8.00    20.00     7.030000     8.240000   13.270000        0
  50     0.01   879.11    10.00     0.10     2.160000     2.290000    2.550000        0
  50     0.01   879.11    10.00     0.20     2.280000     2.410000    2.700000        0
  50     0.01   879.11    10.00     0.50     2.500000     2.640000    3.000000        0
  50     0.01   879.11    10.00     1.00     2.750000     2.920000    3.360000        0
  50     0.01   879.11    10.00     2.00     3.130000     3.320000    3.900000        0
  50     0.01   879.11    10.00     5.00     3.930000     4.240000    5.180000        0
  50     0.01   879.11    10.00    10.00     5.000000     5.480000    7.050000        0
  50     0.01   879.11    10.00    20.00     6.870000     7.680000   10.690000        0
  50     0.01   879.11    13.00     0.10     2.290000     2.400000    2.610000        0
  50     0.01   879.11    13.00     0.20     2.410000     2.510000    2.750000        0
  50     0.01   879.11    13.00     0.50     2.630000     2.740000    3.020000        0
  50     0.01   879.11    13.00     1.00     2.870000     3.000000    3.340000        0
  50     0.01   879.11    13.00     2.00     3.230000     3.380000    3.820000        0
  50     0.01   879.11    13.00     5.00     4.000000     4.210000    4.900000        0
  50     0.01   879.11    13.00    10.00     5.000000     5.330000    6.400000        0
  50     0.01   879.11    13.00    20.00     6.750000     7.280000    9.140000        0
  50     0.01   879.11    16.00     0.10     2.400000     2.490000    2.670000        0
  50     0.01   879.11    16.00     0.20     2.510000     2.600000    2.800000        0
  50     0.01   879.11    16.00     0.50     2.740000     2.820000    3.060000        0
  50     0.01   879.11    16.00     1.00     2.980000     3.080000    3.360000        0
  50     0.01   879.11    16.00     2.00     3.330000     3.450000    3.810000        0
  50     0.01   879.11    16.00     5.00     4.070000     4.240000    4.780000        0
  50     0.01   879.11    16.00    10.00     5.050000     5.250000    6.100000        0
  50     0.01   879.11    16.00    20.00     6.740000     7.110000    8.480000        0
  50     0.01   879.11    20.00     0.10     2.520000     2.590000    2.750000        0
  50     0.01   879.11    20.00     0.20     2.640000     2.700000    2.880000        0
  50     0.01   879.11    20.00     0.50     2.860000     2.930000    3.130000        0
  50     0.01   879.11    20.00     1.00     3.110000     3.180000    3.420000        0
  50     0.01   879.11    20.00     2.00     3.460000     3.540000    3.840000        0
  50     0.01   879.11    20.00     5.00     4.190000     4.300000    4.740000        0
  50     0.01   879.11    20.00    10.00     5.140000     5.310000    5.950000        0
  50     0.01   879.11    20.00    20.00     6.750000     7.020000    8.050000        0
  50     0.01  1563.31     1.00     0.10     1.170000     3.226865 1000.000000        1
  50     0.01  1563.31     1.00     0.20     1.370000     4.488272 1000.000000        1
  50     0.01  1563.31     1.00     0.50     1.730000    10.084024 1000.000000        1
  50     0.01  1563.31     1.00     1.00     1.970000    18.902214 1000.000000        1
  50     0.01  1563.31     1.00     2.00     2.490000     8.406519 1000.000000        1
  50     0.01  1563.31     1.00     5.00     3.310000  1000.000000 1000.000000        1
  50     0.01  1563.31     1.00    10.00     4.200000  1000.000000 1000.000000        1
  50     0.01  1563.31     1.00    20.00     5.660000  1000.000000 1000.000000        1
  50     0.01  1563.31     2.00     0.10     1.540000     2.634035 1000.000000        1
  50     0.01  1563.31     2.00     0.20     1.600000     2.674562 1000.000000        1
  50     0.01  1563.31     2.00     0.50     1.960000     3.652098 1000.000000        1
  50     0.01  1563.31     2.00     1.00     2.400000     5.191640 1000.000000        1
  50     0.01  1563.31     2.00     2.00     3.070000     5.516330 1000.000000        1
  50     0.01  1563.31     2.00     5.00     4.320000    21.066715 1000.000000        1
  50     0.01  1563.31     2.00    10.00     5.510000   116.473833 1000.000000        1
  50     0.01  1563.31     2.00    20.00     7.330000  1000.000000 1000.000000        1
  50     0.01  1563.31     3.00     0.10     1.610000     2.256765    5.644647        1
  50     0.01  1563.31     3.00     0.20     1.770000     2.504986    7.431613        1
  50     0.01  1563.31     3.00     0.50     2.100000     3.118880   17.993700        1
  50     0.01  1563.31     3.00     1.00     2.530000     4.030720 1000.000000        1
  50     0.01  1563.31     3.00     2.00     3.230000     4.734610 1000.000000        1
  50     0.01  1563.31     3.00     5.00     4.720000    10.970453 1000.000000        1
  50     0.01  1563.31     3.00    10.00     6.250000    21.367638 1000.000000        1
  50     0.01  1563.31     3.00    20.00     8.500000    43.629336 1000.000000        1
  50     0.01  1563.31     4.00     0.10     1.740000     2.259599    4.115807        1
  50     0.01  1563.31     4.00     0.20     1.890000     2.463041    4.823954        1
  50     0.01  1563.31     4.00     0.50     2.210000     2.964374    7.229687        1
  50     0.01  1563.31     4.00     1.00     2.600000     3.624547   13.125524        1
  50     0.01  1563.31     4.00     2.00     3.280000     4.356839  153.705184        1
  50     0.01  1563.31     4.00     5.00     4.790000     8.353578 1000.000000        1
  50     0.01  1563.31     4.00    10.00     6.540000    14.376883 1000.000000        1
  50     0.01  1563.31     4.00    20.00     9.000000    24.224448 1000.000000        1
  50     0.01  1563.31     5.00     0.10     1.850000     2.294135    3.621603        1
  50     0.01  1563.31     5.00     0.20     2.000000     2.484451    4.109069        1
  50     0.01  1563.31     5.00     0.50     2.290000     2.892014    5.365431        1
  50     0.01  1563.31     5.00     1.00     2.680000     3.478483    7.821566        1
  50     0.01  1563.31     5.00     2.00     3.320000     4.172390   15.657925        1
  50     0.01  1563.31     5.00     5.00     4.820000     7.277987 1000.000000        1
  50     0.01  1563.31     5.00    10.00     6.630000    11.710813 1000.000000        1
  50     0.01  1563.31     5.00    20.00     9.190000    18.545599 1000.000000        1
  50     0.01  1563.31     6.00     0.10     1.930000     2.320000    3.360000        0
  50     0.01  1563.31     6.00     0.20     2.070000     2.483467    3.705078        1
  50     0.01  1563.31     6.00     0.50     2.360000     2.865390    4.629542        1
  50     0.01  1563.31     6.00     1.00     2.720000     3.362794    6.080461        1
  50     0.01  1563.31     6.00     2.00     3.340000     4.047266    9.732335        1
  50     0.01  1563.31     6.00     5.00     4.810000     6.644849   46.667501        1
  50     0.01  1563.31     6.00    10.00     6.610000    10.226203 1000.000000        1
  50     0.01  1563.31     6.00    20.00     9.240000    15.800082 1000.000000        1
  50     0.01  1563.31     8.00     0.10     2.060000     2.370000    3.110000        0
  50     0.01  1563.31     8.00     0.20     2.200000     2.530000    3.390000        0
  50     0.01  1563.31     8.00     0.50     2.470000     2.860000    4.010000        0
  50     0.01  1563.31     8.00     1.00     2.810000     3.290000    4.890000        0
  50     0.01  1563.31     8.00     2.00     3.380000     3.920743    6.663662        1
  50     0.01  1563.31     8.00     5.00     4.760000     5.934647   13.916016        1
  50     0.01  1563.31     8.00    10.00     6.510000     8.692819   43.987818        1
  50     0.01  1563.31     8.00    20.00     9.240000    13.203253 1000.000000        1
  50     0.01  1563.31    10.00     0.10     2.170000     2.430000    3.010000        0
  50     0.01  1563.31    10.00     0.20     2.300000     2.570000    3.240000        0
  50     0.01  1563.31    10.00     0.50     2.560000     2.870000    3.730000        0
  50     0.01  1563.31    10.00     1.00     2.890000     3.260000    4.400000        0
  50     0.01  1563.31    10.00     2.00     3.410000     3.900000    5.630000        0
  50     0.01  1563.31    10.00     5.00     4.730000     5.590000    9.840000        0
  50     0.01  1563.31    10.00    10.00     6.430000     7.942560   19.143798        1
  50     0.01  1563.31    10.00    20.00     9.160000    11.883122   56.092912        1
  50     0.01  1563.31    13.00     0.10     2.300000     2.510000    2.970000        0
  50     0.01  1563.31    13.00     0.20     2.420000     2.640000    3.150000        0
  50     0.01  1563.31    13.00     0.50     2.680000     2.920000    3.560000        0
  50     0.01  1563.31    13.00     1.00     2.990000     3.270000    4.080000        0
  50     0.01  1563.31    13.00     2.00     3.480000     3.830000    4.980000        0
  50     0.01  1563.31    13.00     5.00     4.700000     5.270000    7.660000        0
  50     0.01  1563.31    13.00    10.00     6.350000     7.350000   12.560000        0
  50     0.01  1563.31    13.00    20.00     9.060000    10.839842   24.101357        1
  50     0.01  1563.31    16.00     0.10     2.400000     2.580000    2.970000        0
  50     0.01  1563.31    16.00     0.20     2.520000     2.710000    3.130000        0
  50     0.01  1563.31    16.00     0.50     2.770000     2.970000    3.490000        0
  50     0.01  1563.31    16.00     1.00     3.080000     3.300000    3.950000        0
  50     0.01  1563.31    16.00     2.00     3.540000     3.820000    4.700000        0
  50     0.01  1563.31    16.00     5.00     4.680000     5.100000    6.750000        0
  50     0.01  1563.31    16.00    10.00     6.300000     7.010000   10.320000        0
  50     0.01  1563.31    16.00    20.00     9.040000    10.330000   17.930000        0
  50     0.01  1563.31    20.00     0.10     2.520000     2.670000    2.990000        0
  50     0.01  1563.31    20.00     0.20     2.640000     2.790000    3.150000        0
  50     0.01  1563.31    20.00     0.50     2.880000     3.040000    3.470000        0
  50     0.01  1563.31    20.00     1.00     3.180000     3.360000    3.870000        0
  50     0.01  1563.31    20.00     2.00     3.630000     3.940000    4.520000        0
  50     0.01  1563.31    20.00     5.00     4.680000     4.990000    6.170000        0
  50     0.01  1563.31    20.00    10.00     6.280000     6.780000    9.000000        0
  50     0.01  1563.31    20.00    20.00     9.010000     9.910000   14.640000        0
  50     0.10   278.00     1.00     0.10     1.210000     1.450000    2.560000        0
  50     0.10   278.00     1.00     0.20     1.330000     1.620000    2.100000        0
  50     0.10   278.00     1.00     0.50     1.540000     1.960000    2.730000        0
  50     0.10   278.00     1.00     1.00     1.770000     2.088621    2.908220        1
  50     0.10   278.00     1.00     2.00     2.110000     2.588392    4.022032        1
  50     0.10   278.00     1.00     5.00     2.810000     3.863024    8.004094        1
  50     0.10   278.00     1.00    10.00     3.570000     5.451649   19.025806        1
  50     0.10   278.00     1.00    20.00     4.610000     7.642224   62.279516        1
  50     0.10   278.00     2.00     0.10     1.450000     1.580000    1.780000        0
  50     0.10   278.00     2.00     0.20     1.570000     1.720000    1.950000        0
  50     0.10   278.00     2.00     0.50     1.750000     1.940000    2.250000        0
  50     0.10   278.00     2.00     1.00     1.950000     2.200000    2.600000        0
  50     0.10   278.00     2.00     2.00     2.250000     2.610000    3.190000        0
