Mass [Mearth]	Radius [Rearth]	WMF core [Mearth]	WMF mantle [Mearth]	WMF atm1 [Mearth]	WMF atm2 [Mearth]	total WMF	Teq [K]
0.499437336	1.498788314	3.68E-03	1.02E-02	0	9.18E-04	3.00E-02	1400
7.369712561	1.833937782	0.709302764	2.71E-02	0	1.89E-03	1.00E-01	400
8.923067172	1.910978487	0.8675142	2.37E-02	0	1.73E-03	1.00E-01	400
10.67741256	1.989673237	1.046227859	2.35E-02	0	1.69E-03	1.00E-01	400
12.65439653	2.06366675	1.24476895	2.19E-02	0	1.63E-03	1.00E-01	400
14.87077314	2.137571003	1.466709877	2.14E-02	0	1.60E-03	1.00E-01	400
17.29135218	2.205457337	1.712449554	2.23E-02	0	1.58E-03	1.00E-01	400
19.9996833	2.275892127	1.987368321	1.97E-02	0	1.57E-03	1.00E-01	400
0.497952488	1.364644966	1.07E-02	6.18E-02	0	2.75E-02	0.199999995	400
0.7831429	1.391419289	2.35E-02	0.103578333	0	2.97E-02	0.199999995	400
1.156874937	1.443935416	4.87E-02	0.153265088	0	2.95E-02	0.199999995	400
1.633817162	1.506354216	9.40E-02	0.205088962	0	2.70E-02	0.199999995	400
2.227937194	1.573264671	0.168072907	0.25424857	0	2.30E-02	0.199999995	400
2.949040505	1.642368628	0.281665707	0.287891853	0	1.88E-02	0.199999995	400
3.810858551	1.715365535	0.458505086	0.285362615	0	1.65E-02	0.199999995	400
4.825904116	1.788748767	0.691424224	0.260736431	0	1.42E-02	0.199999995	400
6.008746281	1.861766853	0.966835767	0.226022692	0	1.18E-02	0.199999995	400
7.37030841	1.934684289	1.277207419	0.188423427	0	9.83E-03	0.199999995	400
8.925171456	2.008387073	1.618740905	0.16042226	0	8.42E-03	0.199999995	400
10.6828075	2.082220682	1.990842605	0.141431336	0	7.52E-03	0.199999995	400
12.64924207	2.158721107	2.392955358	0.135411167	0	7.17E-03	0.199999995	400
14.85526067	2.232948572	2.836988367	0.125251897	0	6.90E-03	0.199999995	400
17.30947655	2.305117013	3.334373958	0.119816772	0	6.70E-03	0.199999995	400
20.00384747	2.374163017	3.882704808	0.11885641	0	6.57E-03	0.199999995	400
0.507479675	1.52328899	1.13E-02	8.31E-02	8.26E-03	4.96E-02	0.299999994	400
0.783268527	1.53375051	2.45E-02	0.143671915	1.63E-02	5.06E-02	0.299999994	400
1.156761661	1.579545252	5.12E-02	0.224357416	2.14E-02	5.04E-02	0.299999994	400
1.634004998	1.639870849	0.100709631	0.317979594	2.22E-02	4.94E-02	0.299999994	400
2.226984735	1.705648039	0.185801675	0.415002965	1.88E-02	4.78E-02	0.299999994	400
2.948576564	1.771519853	0.321465751	0.504155275	1.23E-02	4.57E-02	0.299999994	400
3.811767167	1.835865153	0.519204168	0.575160963	4.02E-03	4.35E-02	0.299999994	400
4.829292964	1.89897873	0.798886709	0.612887008	0	3.82E-02	0.299999994	400
6.010420604	1.968867754	1.182343634	0.585576287	0	3.27E-02	0.299999994	400
7.371092921	2.038968275	1.649220016	0.535890054	0	2.79E-02	0.299999994	400
8.923578707	2.10860667	2.177919767	0.477080213	0	2.34E-02	0.299999994	400
10.67585519	2.178932629	2.757444328	0.425401794	0	1.99E-02	0.299999994	400
12.65336538	2.250972775	3.404160749	0.380407079	0	1.77E-02	0.299999994	400
14.85758494	2.32249142	4.097033537	0.34917956	0	1.60E-02	0.299999994	400
17.30780948	2.397856481	4.845535813	0.335881964	0	1.55E-02	0.299999994	400
20.00255309	2.47089008	5.665201355	0.325997479	0	1.49E-02	0.299999994	400
0.497650674	1.668735408	1.06E-02	9.35E-02	3.13E-02	6.43E-02	0.399999993	400
0.783145841	1.654615015	2.36E-02	0.177714163	4.63E-02	6.45E-02	0.399999993	400
1.157807521	1.694452985	4.98E-02	0.294597567	5.62E-02	6.40E-02	0.399999993	400
1.63414352	1.75062356	9.71E-02	0.431531471	5.88E-02	6.22E-02	0.399999993	400
2.227276045	1.815423002	0.185778498	0.578036768	5.85E-02	5.99E-02	0.399999993	400
2.948408417	1.886046428	0.332055021	0.725944985	5.58E-02	5.77E-02	0.399999993	400
3.814815398	1.958161422	0.556226004	0.86263266	5.02E-02	5.53E-02	0.399999993	400
4.823369139	2.02522379	0.868052448	0.965788627	4.04E-02	5.27E-02	0.399999993	400
6.009285323	2.090331566	1.28532517	1.039273031	2.79E-02	4.99E-02	0.399999993	400
7.373141803	2.152539439	1.797852744	1.086984526	1.38E-02	4.72E-02	0.399999993	400
8.920069175	2.216443112	2.504821199	1.008273282	7.10E-03	4.49E-02	0.399999993	400
10.67590602	2.282511506	3.318511248	0.909696118	7.89E-04	4.30E-02	0.399999993	400
12.65726749	2.347467089	4.253713878	0.775678358	0	3.73E-02	0.399999993	400
14.85808677	2.418594853	5.197646175	0.713059408	0	3.32E-02	0.399999993	400
17.30261619	2.489398492	6.237989777	0.65407476	0	2.97E-02	0.399999993	400
19.99439465	2.563758617	7.347942203	0.626576943	0	2.80E-02	0.399999993	400
0.501344916	1.799902598	9.56E-03	0.106881623	5.45E-02	7.99E-02	0.499999993	400
0.783162717	1.766172586	2.17E-02	0.218762871	7.24E-02	7.93E-02	0.499999993	400
1.15764505	1.793560189	4.59E-02	0.374281295	8.11E-02	7.75E-02	0.499999993	400
1.632534871	1.845456835	9.16E-02	0.559138233	8.45E-02	7.48E-02	0.499999993	400
2.226387004	1.919238962	0.177138174	0.784449114	8.73E-02	7.32E-02	0.499999993	400
2.945828104	1.987229764	0.323441237	0.992533019	8.54E-02	6.99E-02	0.499999993	400
3.808767284	2.061136755	0.554818823	1.197396352	8.26E-02	6.71E-02	0.499999993	400
4.824682982	2.13026318	0.901678656	1.352352966	7.72E-02	6.37E-02	0.499999993	400
6.006058821	2.200249253	1.377719558	1.472457742	7.05E-02	6.07E-02	0.499999993	400
7.368669363	2.276190477	2.004816791	1.589552133	6.42E-02	5.85E-02	0.499999993	400
8.918698035	2.337908382	2.732610051	1.622403327	4.99E-02	5.52E-02	0.499999993	400
12.64462877	2.468587143	4.730832567	1.567916825	2.81E-02	5.02E-02	0.499999993	400
14.85824273	2.529788438	5.958105156	1.407507587	2.06E-02	4.78E-02	0.499999993	400
20.00514242	2.659037735	9.101274171	0.955253537	0	3.66E-02	0.499999993	400
